image,plonk_lat,plonk_lon,fractus_lat,fractus_lon
764215884291420.jpg,41.486572265625,-1.0838631391525269,41.46455383300781,-5.164979934692383
199093302037805.jpg,47.20899963378906,-1.5840281248092651,41.26860046386719,-4.266167640686035
4252088971509081.jpg,32.77857971191406,35.09739685058594,41.028987884521484,-4.141348838806152
285353796653122.jpg,35.280372619628906,36.504051208496094,41.350685119628906,-4.960474014282227
1921161284978547.jpg,37.11917495727539,-4.064401149749756,41.06317138671875,-3.8877689838409424
2660985817541107.jpg,51.47325897216797,0.2924075126647949,41.422340393066406,-5.229457378387451
948609629539857.jpg,-37.657867431640625,-67.8883056640625,41.4421272277832,-5.209423065185547
466544041298296.jpg,37.128597259521484,-8.195076942443848,41.47504806518555,-4.827375411987305
475537613669054.jpg,41.75894546508789,-0.9475497603416443,41.405513763427734,-4.327648162841797
547138909702902.jpg,50.36588668823242,6.920431137084961,41.45585632324219,-5.176226615905762
1443024959936137.jpg,-31.495973587036133,150.39793395996094,41.43717575073242,-4.3993096351623535
340625234149955.jpg,32.61610794067383,35.13922882080078,41.109622955322266,-4.749557018280029
642823391078007.jpg,41.898414611816406,12.675976753234863,41.51070785522461,-5.248398303985596
569211890782557.jpg,32.38557052612305,-110.71849060058594,41.15430450439453,-4.731129169464111
1425726552169460.jpg,39.37487030029297,-3.557272434234619,41.2050666809082,-4.134159564971924
2745610299082903.jpg,34.89430618286133,-107.2596206665039,41.33404541015625,-4.2378716468811035
1561889344015498.jpg,32.065303802490234,35.07329559326172,41.41197204589844,-5.129897117614746
3623862811267602.jpg,45.35298538208008,11.857354164123535,41.36005783081055,-4.173404216766357
1747961422073543.jpg,37.18270492553711,-3.8436481952667236,41.3629035949707,-5.16909122467041
1321153734948549.jpg,36.764339447021484,-6.225360870361328,41.405513763427734,-4.327648162841797
1184962648605626.jpg,37.94987487792969,-0.7250012159347534,41.43798065185547,-4.716475009918213
686774752615189.jpg,48.71327209472656,2.378638505935669,41.31781768798828,-4.144632816314697
24610155511950635.jpg,37.6173210144043,-4.347888946533203,41.49129104614258,-5.256778240203857
548526189620102.jpg,40.295894622802734,-7.540704250335693,41.46749496459961,-5.1878662109375
983081222497422.jpg,40.366943359375,-3.2839767932891846,41.288272857666016,-4.447046279907227
2899935216828416.jpg,48.52040100097656,2.3356661796569824,41.442447662353516,-4.412326812744141
606367400319899.jpg,40.80157470703125,-8.615872383117676,41.41041564941406,-4.96380615234375
529149251433749.jpg,36.76969909667969,-4.8314290046691895,41.52204895019531,-5.210026264190674
1894388454053150.jpg,42.857582092285156,11.894336700439453,41.484031677246094,-5.22307825088501
822579758385753.jpg,37.31676483154297,-6.889378547668457,41.364219665527344,-5.238765239715576
187755889838914.jpg,43.608245849609375,4.818132400512695,41.32899856567383,-4.692175388336182
453997060432612.jpg,37.45999526977539,-7.564149856567383,41.35512924194336,-4.587231159210205
1003926544447709.jpg,43.5853271484375,-5.86508846282959,41.2050666809082,-4.134159564971924
1953087545459201.jpg,38.0255241394043,12.712000846862793,41.484031677246094,-5.22307825088501
4456149714443684.jpg,38.27946472167969,-80.06702423095703,41.5333137512207,-5.179662227630615
1135161855149254.jpg,-32.818973541259766,18.235336303710938,41.484031677246094,-5.22307825088501
1481026925581866.jpg,41.33182907104492,2.119521379470825,41.3540153503418,-5.248082160949707
133640698802761.jpg,-33.08399200439453,138.35618591308594,41.189353942871094,-5.255387783050537
1522978498859446.jpg,41.786014556884766,1.152535319328308,41.40970993041992,-5.131500720977783
1109927074409648.jpg,38.62438201904297,-7.998507022857666,41.305259704589844,-4.189043045043945
413424230044807.jpg,41.36473846435547,-6.205387592315674,41.01174545288086,-4.555572032928467
921399348640391.jpg,38.10085678100586,-122.97484588623047,41.379764556884766,-4.499080657958984
1007806194406968.jpg,40.061248779296875,0.026043612509965897,41.30671310424805,-5.228211402893066
1146750869163884.jpg,-31.274682998657227,143.4803009033203,41.405513763427734,-4.327648162841797
5125111340849273.jpg,45.55994415283203,10.045756340026855,41.224483489990234,-4.4670729637146
1327955221796017.jpg,44.38022232055664,12.187604904174805,41.35191345214844,-4.260315895080566
737616343584995.jpg,38.47517395019531,-0.34170594811439514,41.47504806518555,-4.827375411987305
1708362939354529.jpg,40.72304153442383,17.703935623168945,41.52529525756836,-5.042566299438477
705668152462516.jpg,40.70033264160156,17.365434646606445,41.33504867553711,-4.837521076202393
1893131397802142.jpg,39.981815338134766,-0.29514971375465393,41.288997650146484,-4.216831684112549
