timestamp,image,plonk_lat,plonk_lon,plonk_lat_filt,plonk_lon_filt,fractus_score,dist_km
2025-09-20T16:13:36.175627,1000091355214658.jpg,41.15143585205078,-3.4934327602386475,40.98566436767578,-4.092670917510986,0.0032148559112101793,53.51054928784191
2025-09-20T16:13:42.632733,1000106184090428.jpg,35.66862869262695,-114.01898193359375,34.82077407836914,-113.60242462158203,0.0032429902348667383,101.58301403981207
2025-09-20T16:13:48.635938,1000148631035028.jpg,43.71268844604492,4.711740970611572,38.769989013671875,-7.09011697769165,0.002995757618919015,1127.9596112277395
2025-09-20T16:13:54.687696,1000190153874582.jpg,40.493648529052734,-3.722660779953003,40.09825134277344,-3.531651735305786,0.0033389171585440636,46.855550093292784
2025-09-20T16:14:00.936555,1000242771639549.jpg,38.748802185058594,-9.57020092010498,40.68850326538086,-3.6647236347198486,0.003398909932002425,549.0678584968479
2025-09-20T16:14:07.425680,1000254077832386.jpg,14.752312660217285,32.79305648803711,40.778865814208984,2.82915997505188,0.003674709238111973,4092.14495118407
2025-09-20T16:14:14.164421,1000291800796348.jpg,41.903404235839844,-4.599689960479736,40.19752883911133,-5.756269454956055,0.00510547636076808,213.03540806187823
2025-09-20T16:14:20.899220,1000292054840546.jpg,43.69643020629883,11.159811019897461,45.71430969238281,12.701117515563965,0.0030557664576917887,255.29691491852122
2025-09-20T16:14:27.239289,1000327197439378.jpg,51.45905685424805,-0.5151050090789795,37.133174896240234,12.028020858764648,0.0017898462247103453,1874.0418248804024
2025-09-20T16:14:34.333352,1000341857375520.jpg,37.64485168457031,-1.0313172340393066,40.764404296875,-1.4015237092971802,0.0026690305676311255,348.34093053179157
2025-09-20T16:13:36.115596,1000091355214658.jpg,41.42571258544922,-3.530425548553467,44.11415100097656,4.63511848449707,0.0032148559112101793,730.0581961494445
2025-09-20T16:13:42.805344,1000106184090428.jpg,29.794397354125977,-99.60781860351562,35.47154235839844,-108.03511047363281,0.0032429902348667383,1009.8474729526715
2025-09-20T16:13:49.610434,1000148631035028.jpg,39.90779495239258,-6.0660505294799805,43.67048645019531,10.576428413391113,0.002995757618919015,1438.9438949755797
2025-09-20T16:13:56.435151,1000190153874582.jpg,40.68545150756836,-8.5963716506958,4.224776744842529,10.362451553344727,0.0033389171585440636,4475.514743692038
2025-09-20T16:14:03.054776,1000242771639549.jpg,36.94711685180664,-3.334887981414795,37.84760665893555,-5.990636348724365,0.003398909932002425,255.06474732410328
2025-09-20T16:14:09.568447,1000254077832386.jpg,39.22383499145508,9.117584228515625,41.36436080932617,-71.40840148925781,0.003674709238111973,6571.275354041656
