timestamp,image,plonk_lat,plonk_lon,fractus_lat,fractus_lon,distance_km
2025-09-20T15:39:57.965900,1054225068785623.jpg,50.978782653808594,7.134955406188965,31.95648193359375,10.329051877183876,2131.344986863811
2025-09-20T15:39:59.146549,297973855287378.jpg,-37.685001373291016,144.65118408203125,11.9036865234375,17.403838353564648,14065.861959338421
2025-09-20T15:40:00.331140,149881061009478.jpg,37.51462936401367,-6.112220287322998,64.1436767578125,42.83880120249996,4356.5471488048815
2025-09-20T15:40:01.514131,1468204994212705.jpg,45.771610260009766,25.629409790039062,48.526611328125,47.922232311547305,1707.079535914255
2025-09-20T15:40:02.694065,466511587970349.jpg,-42.23287582397461,146.2918243408203,16.64154052734375,42.73462155548188,12345.499811116038
2025-09-20T15:40:03.908055,419075057260949.jpg,42.738182067871094,-2.6043317317962646,19.30572509765625,18.653846150951004,3280.1420489230104
2025-09-20T15:40:05.093053,4350212628336448.jpg,42.80923843383789,-1.639338493347168,45.9832763671875,25.35996516769669,2163.223696482892
2025-09-20T15:40:06.283265,276109340827039.jpg,53.28623580932617,-2.8119940757751465,56.8817138671875,4.711264926292638,623.1752707898873
2025-09-20T15:40:07.466972,821994305116425.jpg,38.26726150512695,-5.9709625244140625,43.62945556640625,2.3817221695309145,919.8240575079016
2025-09-20T15:40:08.651192,168110088647938.jpg,39.04917526245117,1.4483609199523926,13.79608154296875,17.182616309436668,3204.1939388397736
