filename,lat,lon
4194802960569767.jpg,43.268163770973,5.6482851119631
4093819984009222.jpg,43.298017528638,5.6226727654732
2801624900168011.jpg,43.278840267456,5.6315508770599
4217061174980647.jpg,43.278152003371,5.6324012807918
4297098280300769.jpg,43.266929261065,5.586602760511
2777919389092456.jpg,43.285646071246,5.6221480549045
5118601541487384.jpg,43.259563119716,5.5919252236418
2478758848935952.jpg,43.285396454681,5.6250732322356
2886372938269488.jpg,43.281273990773,5.6203522333824
2623692111087728.jpg,43.276938195343,5.6263199521773
4636119889737524.jpg,43.295408117093,5.6261772437942
2891151354481992.jpg,43.291612083505,5.625862113889
2301731269971694.jpg,43.291863543944,5.6491231060112
2638396679790940.jpg,43.282988979966,5.6217798251204
4015718558451405.jpg,43.27750608333,5.6195942557116
4117162741655420.jpg,43.267470707817,5.6498210223813
3783354821775019.jpg,43.280042043093,5.6299270430524
2972574519674180.jpg,43.278667359955,5.6204457021171
4404952196183657.jpg,43.284194735978,5.6256551816272
4111379182218933.jpg,43.281182619684,5.6210207846109
2861449574119070.jpg,43.296979561683,5.6240771932684
4038506689572852.jpg,43.291592885007,5.6467456855
4059328167460204.jpg,43.270857095379,5.6453255652861
1898493510327448.jpg,43.277344743402,5.6211412924389
2980789838856418.jpg,43.291751372466,5.6488261051557
2988699708120363.jpg,43.286583973019,5.6246948089656
2544111552379582.jpg,43.30034804814,5.6194527133826
4130149133736808.jpg,43.297342948499,5.6099222465881
4052935081453375.jpg,43.280098055996,5.6144657385222
4170269756369722.jpg,43.277731094192,5.6176261227286
2364574527005959.jpg,43.297279521989,5.6236869088956
4016331628447399.jpg,43.286493901147,5.536255133523
2720067054950506.jpg,43.291502585194,5.6474953033156
2672227439735259.jpg,43.277846944404,5.6327776340915
4279311502088670.jpg,43.283285429611,5.5848676941523
4218011968257424.jpg,43.302380638208,5.6166768051732
2160286287446574.jpg,43.279291855636,5.61133541723
2940654266209435.jpg,43.28603281821,5.5855694592614
4080019848730032.jpg,43.294384787211,5.5583419261561
1576384452753856.jpg,43.28307757973,5.6124671686482
2620240238274288.jpg,43.282195232774,5.6136064428799
2951151461875758.jpg,43.278072538199,5.6160068628758
2942933095987886.jpg,43.288418736951,5.6238311934067
4021619741298871.jpg,43.281562677902,5.6193496686777
4321505141216828.jpg,43.278783594093,5.6134234584032
5372642609475978.jpg,43.281604171005,5.6179461406019
2776337576010360.jpg,43.279676716481,5.6118749248665
2110439982430347.jpg,43.2900682434,5.559574055986
2681353392155167.jpg,43.280853824278,5.6179652801598
1540788629457418.jpg,43.259878640481,5.5908098674488
4693498427334240.jpg,43.296781702386,5.6192083790519
2881879928737905.jpg,43.281433063135,5.6191462608485
2857645137807788.jpg,43.337542688503,5.6078420139447
4519513421411443.jpg,43.286738817369,5.6043711434706
5355969864477979.jpg,43.305962900189,5.6117904268923
2966932880293097.jpg,43.309500329798,5.6090826493075
3100786400242325.jpg,43.333612291251,5.6049658019228
3752042138255078.jpg,43.250420307864,5.5961546934658
3019240998308673.jpg,43.3435848198,5.6119136079483
4067191030030826.jpg,43.282153486289,5.5496612968986
3028448854067989.jpg,43.339844667071,5.6089065696323
2369582823188524.jpg,43.297788625109,5.6057765674842
3964774176936646.jpg,43.337224964178,5.6075936307418
3975766595809880.jpg,43.342766484849,5.6110651328595
1923284467836766.jpg,43.289551561561,5.5868084245816
2790325207886667.jpg,43.273657261556,5.5889015185434
2986828221560534.jpg,43.286401374048,5.5856525036247
5876023619082374.jpg,43.270988025971,5.5885375636554
1666200270235683.jpg,43.276933361577,5.5871278725322
2566769166961062.jpg,43.271131784208,5.588818799298
4278023932257194.jpg,43.278543949225,5.6142501894505
1561823090680616.jpg,43.291850434287,5.5874683491481
2222601054537104.jpg,43.336165183781,5.6069837460238
4252304094781687.jpg,43.300908197292,5.6187290707674
5847295238644349.jpg,43.266734366053,5.5871596632952
3064758783662998.jpg,43.263196333365,5.5824474037305
2543544889284786.jpg,43.264251186262,5.5879727911435
2603904236580501.jpg,43.262235352057,5.580100090642
3005426306343277.jpg,43.266956414769,5.5884574807403
1869868436506708.jpg,43.275992783552,5.5877590877636
