filename,lat_gt,lon_gt,lat_plonk,lon_plonk,lat_fractus,lon_fractus,dist_plonk_km,dist_fractus_km
764215884291420.jpg,41.395993328918,-5.1422719766709,0.0,0.0,17.400163538315738,3.5136054543887667,,2793.1993950193487
199093302037805.jpg,41.289678434589,-4.327267901099,0.0,0.0,-8.806827320772058,-35.66801662071077,,6424.975187833825
4252088971509081.jpg,41.02898902432,-4.1413488456085,0.0,0.0,-15.160784553079054,-34.49625172334558,,6986.41482753456
285353796653122.jpg,41.288346569051,-4.6758456407257,0.0,0.0,6.768113080193004,-5.418595257927393,,3839.1796181812388
1921161284978547.jpg,41.063171340779,-3.8877688720535,0.0,0.0,41.52157772288601,45.69686351102945,,4084.4079781563414
2660985817541107.jpg,41.279068751455,-5.2511096045654,0.0,0.0,6.080471643547881,19.858364423338173,,4637.765858307278
948609629539857.jpg,41.63225982594,-5.1867421066522,0.0,0.0,30.162209005916807,6.485502355238964,,1649.6207746689604
466544041298296.jpg,41.539255428129,-4.6924496667815,0.0,0.0,12.800292691396606,8.17210524713596,,3430.5432092482215
475537613669054.jpg,41.410417204766,-4.9638060420321,0.0,0.0,18.794145471909474,18.27707447725183,,3342.6996914501224
547138909702902.jpg,41.401072324237,-5.1397484610203,0.0,0.0,-5.992071413526347,-56.20475021063112,,7387.306567350652
