id,gt_lat,gt_lon,f_lat,f_lon,f_err_km,p_lat,p_lon,p_err_km,c_lat,c_lon,c_err_km
1001030207387286.jpg,16.146444599998,168.1148514,16.146444599998,168.1148514,0.0,16.146444599998,168.1148514,0.0,16.146444599998,168.1148514,0.0
10013569518747255.jpg,-33.98184925644,-32.612652918486,-33.98184925644,-32.612652918486,0.0,-33.98184925644,-32.612652918486,0.0,-33.98184925644,-32.612652918486,0.0
10034139556640331.jpg,-35.595377,-62.4435055,-35.595377,-62.4435055,0.0,-35.595377,-62.4435055,0.0,-35.595377,-62.4435055,0.0
1006804489854929.jpg,-3.9707426869888,122.5906746048,-3.9707426869888,122.5906746048,0.0,-3.9707426869888,122.5906746048,0.0,-3.9707426869888,122.5906746048,0.0
10068512373274366.jpg,22.055194781733,-159.38694063739,22.055194781733,-159.38694063739,0.0,22.055194781733,-159.38694063739,0.0,22.055194781733,-159.38694063739,0.0
10073913389354303.jpg,17.9971477,-15.6410917,17.9971477,-15.6410917,0.0,17.9971477,-15.6410917,0.0,17.9971477,-15.6410917,0.0
1007518823111925.jpg,40.269087605668,-11.799009156275,40.269087605668,-11.799009156275,0.0,40.269087605668,-11.799009156275,0.0,40.269087605668,-11.799009156275,0.0
1008224766456577.jpg,-4.5657694533971,136.87769099789,-4.5657694533971,136.87769099789,0.0,-4.5657694533971,136.87769099789,0.0,-4.5657694533971,136.87769099789,0.0
10083729275067475.jpg,-35.3917309,-62.4237201,-35.3917309,-62.4237201,0.0,-35.3917309,-62.4237201,0.0,-35.3917309,-62.4237201,0.0
1009141766283442.jpg,1.8509544711577,172.99873894097,1.8509544711577,172.99873894097,0.0,1.8509544711577,172.99873894097,0.0,1.8509544711577,172.99873894097,0.0
10091590667609543.jpg,26.5579432,78.7202628,26.5579432,78.7202628,0.0,26.5579432,78.7202628,0.0,26.5579432,78.7202628,0.0
1010066874029958.jpg,1.9828404529191,-157.35593335685,1.9828404529191,-157.35593335685,0.0,1.9828404529191,-157.35593335685,0.0,1.9828404529191,-157.35593335685,0.0
1010413857753612.jpg,1.9902825470222,-157.37940550382,1.9902825470222,-157.37940550382,0.0,1.9902825470222,-157.37940550382,0.0,1.9902825470222,-157.37940550382,0.0
1012145396835251.jpg,1.9831686861805,-157.3657819861,1.9831686861805,-157.3657819861,0.0,1.9831686861805,-157.3657819861,0.0,1.9831686861805,-157.3657819861,0.0
1012444933427879.jpg,2.041881001924,-157.49023364798,2.041881001924,-157.49023364798,0.0,2.041881001924,-157.49023364798,0.0,2.041881001924,-157.49023364798,0.0
1013761872764975.jpg,22.688583324679,131.12826227172,22.688583324679,131.12826227172,0.0,22.688583324679,131.12826227172,0.0,22.688583324679,131.12826227172,0.0
