id,gt_lat,gt_lon,f_lat,f_lon,f_err_km,p_lat,p_lon,p_err_km,c_lat,c_lon,c_err_km
1001030207387286.jpg,16.146444599998,168.1148514,16.146399947924774,168.11452387270117,0.03533336975732085,,,,16.146399947924774,168.11452387270117,0.03533336975732085
10013569518747255.jpg,-33.98184925644,-32.612652918486,-33.981844348769236,-32.61266231469435,0.0010239132974130727,,,,-33.981844348769236,-32.61266231469435,0.0010239132974130727
10034139556640331.jpg,-35.595377,-62.4435055,-35.59525020942318,-62.443220416602614,0.029380319689177405,,,,-35.59525020942318,-62.443220416602614,0.029380319689177405
1006804489854929.jpg,-3.9707426869888,122.5906746048,-3.970700706499826,122.5902823001816,0.04376721785173698,,,,-3.970700706499826,122.5902823001816,0.04376721785173698
10068512373274366.jpg,22.055194781733,-159.38694063739,22.05511201102936,-159.38637481211097,0.059034673498736374,,,,22.05511201102936,-159.38637481211097,0.059034673498736374
10073913389354303.jpg,17.9971477,-15.6410917,17.997086152793276,-15.641059862012362,0.007627153698728269,,,,17.997086152793276,-15.641059862012362,0.007627153698728269
1007518823111925.jpg,40.269087605668,-11.799009156275,40.268845390256836,-11.798435363158756,0.05563637833137478,,,,40.268845390256836,-11.798435363158756,0.05563637833137478
1008224766456577.jpg,-4.5657694533971,136.87769099789,-4.56573104877983,136.87732721460344,0.04054799090466744,,,,-4.56573104877983,136.87732721460344,0.04054799090466744
10083729275067475.jpg,-35.3917309,-62.4237201,-35.39158170046342,-62.423215424278055,0.04866288018806572,,,,-35.39158170046342,-62.423215424278055,0.04866288018806572
1009141766283442.jpg,1.8509544711577,172.99873894097,1.8508887034738772,172.99825353608026,0.054439824618245376,,,,1.8508887034738772,172.99825353608026,0.054439824618245376
10091590667609543.jpg,26.5579432,78.7202628,26.557863277606753,78.71997262722189,0.030198418122509365,,,,26.557863277606753,78.71997262722189,0.030198418122509365
1010066874029958.jpg,1.9828404529191,-157.35593335685,1.9828511627223544,-157.35531237934495,0.06901847811144057,,,,1.9828511627223544,-157.35531237934495,0.06901847811144057
1010413857753612.jpg,1.9902825470222,-157.37940550382,1.9902963808026433,-157.37866377758772,0.08244079053031737,,,,1.9902963808026433,-157.37866377758772,0.08244079053031737
1012145396835251.jpg,1.9831686861805,-157.3657819861,1.9831751903457089,-157.36520058185334,0.06461452757020347,,,,1.9831751903457089,-157.36520058185334,0.06461452757020347
1012444933427879.jpg,2.041881001924,-157.49023364798,2.0418910260318532,-157.48955962345335,0.07490881246017586,,,,2.0418910260318532,-157.48955962345335,0.07490881246017586
1013761872764975.jpg,22.688583324679,131.12826227172,22.688421006781116,131.1276853731052,0.061875069681981365,,,,22.688421006781116,131.1276853731052,0.061875069681981365
1019927311876053.jpg,-14.893372827309,50.27758068755,-14.893363264141458,50.27763478898723,0.005910159456230069,,,,-14.893363264141458,50.27763478898723,0.005910159456230069
1022344668300191.jpg,-35.025622222222,117.87645555556,-35.02546154454754,117.87602833515282,0.04280813702647123,,,,-35.02546154454754,117.87602833515282,0.04280813702647123
1022894675880069.jpg,-77.8463677,166.6717459,-77.84618306384317,166.67133852638204,0.022637497892666905,,,,-77.84618306384317,166.67133852638204,0.022637497892666905
1024270455336462.jpg,-27.100351125556,-109.37711997465,-27.10026848951087,-109.37676623496816,0.03620115437308569,,,,-27.10026848951087,-109.37676623496816,0.03620115437308569
1026830051182065.jpg,-27.140849,-109.411603,-27.140807445329628,-109.41114520122302,0.045534708603334084,,,,-27.140807445329628,-109.41114520122302,0.045534708603334084
1027169971423296.jpg,4.7914388888889,51.779036111111,4.791414146084728,51.77892522000981,0.012591688675122923,,,,4.791414146084728,51.77892522000981,0.012591688675122923
1029618401171177.jpg,-18.612210349112,-174.00089703609,-18.612135482155345,-174.0000907063008,0.08537746112046857,,,,-18.612135482155345,-174.0000907063008,0.08537746112046857
