filename,lat_gt,lon_gt,lat_plonk,lon_plonk,lat_fractus,lon_fractus,dist_plonk_km,dist_fractus_km
764215884291420.jpg,41.395993328918,-5.1422719766709,39.65850830078125,-119.6720962524414,17.400163538315738,3.5136054543887667,8839.860517305591,2793.1993950193487
199093302037805.jpg,41.289678434589,-4.327267901099,33.06910705566406,-150.356689453125,-8.806827320772058,-35.66801662071077,11045.14123094286,6424.975187833825
4252088971509081.jpg,41.02898902432,-4.1413488456085,-76.53099822998047,-168.0736083984375,-15.160784553079054,-34.49625172334558,15992.752466055335,6986.41482753456
285353796653122.jpg,41.288346569051,-4.6758456407257,44.99754333496094,-35.306640625,6.768113080193004,-5.418595257927393,2503.771192802108,3839.1796181812388
1921161284978547.jpg,41.063171340779,-3.8877688720535,-20.555862426757812,-40.94525146484375,41.52157772288601,45.69686351102945,7846.40971715134,4084.4079781563414
2660985817541107.jpg,41.279068751455,-5.2511096045654,38.76231384277344,-110.29964447021484,6.080471643547881,19.858364423338173,8325.853763281033,4637.765858307278
948609629539857.jpg,41.63225982594,-5.1867421066522,-87.91690826416016,-13.468826293945312,30.162209005916807,6.485502355238964,14407.551665503966,1649.6207746689604
466544041298296.jpg,41.539255428129,-4.6924496667815,26.072059631347656,36.530059814453125,12.800292691396606,8.17210524713596,4129.923033009817,3430.5432092482215
475537613669054.jpg,41.410417204766,-4.9638060420321,68.47911071777344,151.75747680664062,18.794145471909474,18.27707447725183,7643.51068870298,3342.6996914501224
547138909702902.jpg,41.401072324237,-5.1397484610203,-37.928794860839844,-155.99588012695312,-5.992071413526347,-56.20475021063112,17502.905571499603,7387.306567350652
