id,gt_lat,gt_lon,f_lat,f_lon,f_err_km,p_lat,p_lon,p_err_km,c_lat,c_lon,c_err_km
6731843986909582.jpg,-3.2381747,151.9656978,-54.421741616696,3.3888923584485,12979.527597213122,,,,-54.421741616696,3.3888923584485,12979.527597213122
1832565736911736.jpg,5.13299749,9.9723354600001,27.945975,179.8463067,16179.85033827958,,,,27.945975,179.8463067,16179.85033827958
3462139930701818.jpg,15.275178333333,5.6016583333333,-54.421741616696,3.3888923584485,7752.786625196462,,,,-54.421741616696,3.3888923584485,7752.786625196462
3056308007931615.jpg,24.980156,56.257369,-35.802749685671,-32.999954620824,11535.369389501138,,,,-35.802749685671,-32.999954620824,11535.369389501138
1362244074141575.jpg,-56.936183569028,-28.014556388615,-4.0130178068343,-11.983733670417,6052.1457224254655,,,,-4.0130178068343,-11.983733670417,6052.1457224254655
1696514170731241.jpg,-8.539702,115.12654,-31.4055556,-130.3563889,11768.302542065838,,,,-31.4055556,-130.3563889,11768.302542065838
1882117881945698.jpg,5.23636154,9.98386283,-35.086054043358,-32.561044387261,6313.3262428469625,,,,-35.086054043358,-32.561044387261,6313.3262428469625
2791495141071002.jpg,-19.309408101959,135.10721578486,-27.100351125556,-109.37711997465,11363.680990299104,,,,-27.100351125556,-109.37711997465,11363.680990299104
1688158811552122.jpg,5.3684972,163.0180421,22.645468659512,131.39413603825,3899.7511829052705,,,,22.645468659512,131.39413603825,3899.7511829052705
2274018479396785.jpg,-18.622396896289,-173.94048387495,-36.035700762307,-32.667014264013,12698.812918075715,,,,-36.035700762307,-32.667014264013,12698.812918075715
370391789151277.jpg,-57.6397222,121.95,-6.3113029154066,-18.871094536472,12079.633077535298,,,,-6.3113029154066,-18.871094536472,12079.633077535298
3429720083937205.jpg,-5.351566,104.962285,-4.5648755361457,136.86721415762,3535.0928218874024,,,,-4.5648755361457,136.86721415762,3535.0928218874024
3463820783841963.jpg,-14.924839334576,13.543924223644,-25.594301571447,-37.358759118259,5408.145709417776,,,,-25.594301571447,-37.358759118259,5408.145709417776
3866972600222697.jpg,30.142290459174,-15.872771451478,-14.893372827309,50.27758068755,8667.064493522383,,,,-14.893372827309,50.27758068755,8667.064493522383
2939954379584676.jpg,27.66458030185,68.089892110886,-13.682447,50.021800599998,4993.125422768391,,,,-13.682447,50.021800599998,4993.125422768391
2123947524700657.jpg,25.3600378,93.2223175,-4.1018456769078,138.93215966343,5917.762046002546,,,,-4.1018456769078,138.93215966343,5917.762046002546
2932017160386848.jpg,28.33054196228,69.77446411316,40.269087605668,-11.799009156275,7349.825380099029,,,,40.269087605668,-11.799009156275,7349.825380099029
