filename,plonk_err,fractus_err_raw,fractus_err_memory
764215884291420.jpg,12.78033290009277,1220.954308667921,1220.954308667921
199093302037805.jpg,8.667473611494092,1105.2714411922639,69.05716252666664
4252088971509081.jpg,35.889903227620785,1251.4771364707703,32.90165499223781
285353796653122.jpg,36.27739699051415,424.6575814312825,53.234917189825005
1921161284978547.jpg,43.25410179947678,453.90845659958694,453.90845659958694
2660985817541107.jpg,39.810378101040364,1087.111431973797,116.61034556339415
948609629539857.jpg,62.0314569328628,1248.569223612983,125.54446264583021
466544041298296.jpg,25.839389218748348,1155.4283706690337,85.56135354635639
475537613669054.jpg,12.574061645922145,1208.6347242344805,1208.6347242344805
547138909702902.jpg,9.440468848689893,1420.6458925049253,14.710546637850362
1443024959936137.jpg,18.53230198787683,554.0145599830794,29.431119684648323
340625234149955.jpg,26.54149449068908,1191.5454182507171,59.61479539611725
642823391078007.jpg,82.77093942980815,1047.250744386363,1047.250744386363
569211890782557.jpg,11.278594463028442,1209.5543813157312,76.75093287135721
1425726552169460.jpg,15.005851283996785,1007.2010663040124,64.19107727295356
2745610299082903.jpg,10.222226142842963,591.8530107670186,23.464222577791798
1561889344015498.jpg,50.6914451404299,595.4875245085279,595.4875245085279
3623862811267602.jpg,31.202482527435848,1161.338541103942,106.30957042797256
1747961422073543.jpg,7.039941932742376,1377.2684641761177,103.53591358406399
1321153734948549.jpg,35.27244860314044,1425.4320629324086,14.695953807482915
1184962648605626.jpg,25.10248120702172,557.0377927454305,557.0377927454305
686774752615189.jpg,52.04632571454361,1127.8824905253725,33.76261846504645
24610155511950635.jpg,9.596404962291945,606.8645829629138,52.511652345729246
548526189620102.jpg,50.407140813489,1168.5855622799309,128.09572073430422
983081222497422.jpg,16.59210554514463,1145.2743371807062,1145.2743371807062
2899935216828416.jpg,7.779216455529083,980.808954641618,32.80355046561317
606367400319899.jpg,29.885522520805864,488.5533595988311,98.05035670942594
529149251433749.jpg,21.698054618612176,1098.3710643503116,77.12262087855565
1894388454053150.jpg,9.821561349183758,1089.6855311324568,1089.6855311324568
822579758385753.jpg,13.18569062695537,596.7818766532971,20.082026059557375
187755889838914.jpg,7.466352029909759,1391.143824683861,38.72288002774396
453997060432612.jpg,33.253899683671484,520.7452629245275,65.05520545162615
1003926544447709.jpg,17.490009000375615,1087.488756011965,1087.488756011965
1953087545459201.jpg,3.8092293696121327,1017.9778724798767,93.2126129857399
4456149714443684.jpg,43.43109100224639,1241.5987971717373,110.08538262975647
1135161855149254.jpg,12.652171346035157,610.398818485975,6.695630874253242
1481026925581866.jpg,15.005209914707764,1165.7048409775252,1165.7048409775252
133640698802761.jpg,53.60394365572457,1192.0895965943155,23.696350798876423
1522978498859446.jpg,48.48812880814969,473.2704091226772,134.08420964678174
1109927074409648.jpg,52.536361399776034,1162.4944323833633,21.41074293043478
413424230044807.jpg,38.051419541600026,1210.921334074461,1210.921334074461
921399348640391.jpg,17.173342863987017,1403.6568489109768,34.5577430965016
1007806194406968.jpg,49.17442581875296,491.23941850705086,50.07238913597601
1146750869163884.jpg,22.515165887517295,1252.2481160352484,115.9519653152241
5125111340849273.jpg,16.680630067072496,541.3448434751751,541.3448434751751
1327955221796017.jpg,38.63700138246528,1007.9979925463659,58.64252283425258
737616343584995.jpg,24.049281341589783,554.6997227947942,65.42126052926118
1708362939354529.jpg,13.012716600507714,967.0323470771634,29.439490354032966
705668152462516.jpg,29.24670932184716,1190.9118078431331,1190.9118078431331
1893131397802142.jpg,22.26560385873003,492.7758363333596,66.44257325318324
