id,gt_lat,gt_lon,f_lat,f_lon,f_err_km,p_lat,p_lon,p_err_km,c_lat,c_lon,c_err_km
1001030207387286.jpg,16.146444599998,168.1148514,0.6300870154136383,124.53241131485053,5077.957435000945,0.630077,124.532888,5077.9087880775705,0.6300800046240915,124.53274499445516,5077.923382147648
10013569518747255.jpg,-33.98184925644,-32.612652918486,43.9381723430037,-59.87704273924843,9093.746558459316,43.938252927735,-59.877236150531,9093.760776582845,43.93822875231561,-59.87717812714622,9093.756511143682
10034139556640331.jpg,-35.595377,-62.4435055,-6.299892091490146,176.31882141672543,12321.52699126533,-6.2999904,176.3197656,12321.442067327824,-6.299960907447044,176.31948234501763,12321.467544543017
1006804489854929.jpg,-3.9707426869888,122.5906746048,-22.679798539555915,27.138432867822157,10394.871394806018,-22.679874384722,27.138295182778,10394.884600479183,-22.679851631172177,27.138336488291245,10394.880638779101
10068512373274366.jpg,22.055194781733,-159.38694063739,-21.366485949400424,55.74897287623046,16392.56065301232,-21.366549490003,55.749463883335,16392.51124966874,-21.366530427822227,55.74931658120363,16392.526070669966
10073913389354303.jpg,17.9971477,-15.6410917,-5.987189285305316,-17.900269038021616,2678.436336661153,-5.9872120264509,-17.900337049058,2678.439545576196,-5.987205204107225,-17.900316645747083,2678.438582899651
1007518823111925.jpg,40.269087605668,-11.799009156275,-9.780074437143913,-66.6292768372163,7910.029624590492,-9.7801212,-66.6300481,7910.08924082057,-9.780107171143174,-66.62981672116489,7910.071355917573
1008224766456577.jpg,-4.5657694533971,136.87769099789,-7.174753499877557,112.78035065123446,2680.7468644987466,-7.1747818,112.7810644,2680.6686719839327,-7.174773309963267,112.78085027537034,2680.692129732709
10083729275067475.jpg,-35.3917309,-62.4237201,14.913304490466848,100.40415786801238,17166.36163211106,14.913321899972,100.40413619997,17166.361944333083,14.913316677120456,100.4041427003827,17166.361850666748
1009141766283442.jpg,1.8509544711577,172.99873894097,-23.96723827486023,-65.4598977745973,13276.508830083012,-23.9672767,-65.4600591,13276.491906548648,-23.967265172458067,-65.46001070237918,13276.496983608373
10091590667609543.jpg,26.5579432,78.7202628,23.17663355630174,89.19485401099513,1121.1444873446485,23.1767886,89.1950901,1121.160518346967,23.17674208689052,89.19501927329854,1121.155708995538
1010066874029958.jpg,1.9828404529191,-157.35593335685,24.80621921686357,68.53506539166365,14243.049822532734,24.806425,68.535699681249,14242.982051534997,24.80636326505907,68.53550939437339,14243.002382827173
1010413857753612.jpg,1.9902825470222,-157.37940550382,7.07513753983336,125.6099033282667,8547.294698086036,7.075202676681,125.61030728898,8547.250072275343,7.075183135626708,125.61018610076601,8547.263460017068
1012145396835251.jpg,1.9831686861805,-157.3657819861,-4.30761608086816,-12.890292686342388,16062.904103265586,-4.307602791442,-12.890510320524,16062.880064640403,-4.307606778269848,-12.890445030269516,16062.887276228232
1012444933427879.jpg,2.041881001924,-157.49023364798,28.505992462942043,105.89193972594622,10544.654876459854,28.506140346138,105.89244818156,10544.60395585955,28.506095981179215,105.89229564487587,10544.619232027184
1013761872764975.jpg,22.688583324679,131.12826227172,2.885925068456556,23.989157775174487,11631.341064018292,2.8859157999976,23.9889624,11631.361256641081,2.8859185805352867,23.989021012552342,11631.355198854648
1019927311876053.jpg,-14.893372827309,50.27758068755,4.889777492456695,10.782547513763404,4876.105309144895,4.889811,10.782583,4876.103540216476,4.889800947737008,10.782572354129021,4876.104070894505
1022344668300191.jpg,-35.025622222222,117.87645555556,2.144836426957578e-05,-179.99880795322048,7504.350930784358,0.0,-180.0,7504.245585363937,6.434509280872734e-06,-179.99964238596613,7504.277188945816
1022894675880069.jpg,-77.8463677,166.6717459,-4.995318319785319,-14.937412385978181,10802.98050805258,-4.9953135567602,-14.937398257149,10802.981046992885,-4.995314985667736,-14.937402495797755,10802.980885310804
1024270455336462.jpg,-27.100351125556,-109.37711997465,-33.70209384246857,121.83671348671686,11362.965081409297,-33.702195680013,121.83690898799,11362.944267236117,-33.70216512874967,121.83685033760807,11362.950511487481
1026830051182065.jpg,-27.140849,-109.411603,-46.23652905051763,-71.95275007984694,3904.075811776511,-46.2367256,-71.9533054,3904.043016487693,-46.23666663515529,-71.95313880395409,3904.052855004738
1027169971423296.jpg,4.7914388888889,51.779036111111,-52.21854328437898,-68.97338428981836,12478.468676729724,-52.218713494559,-68.973790053672,12478.487060708556,-52.218662431504995,-68.97366832451591,12478.481545546938
1029618401171177.jpg,-18.612210349112,-174.00089703609,1.3321608758234982,172.9681606431011,2635.8984801732076,1.3321895304073,172.96884491279,2635.860749369283,1.3321809340321593,172.96863963188332,2635.872068444353
1030448961349000.jpg,-27.098266705185,-109.37879372492,-23.39566948807183,-57.4522944766563,5202.414094368695,-23.3958222,-57.452475,5202.391717532731,-23.395776386421552,-57.45242084299689,5202.398430577928
1030663305855905.jpg,38.0006071919,-41.857120398158,-19.046860508488162,-43.05732489123752,6344.629640697761,-19.046892777778,-43.057623333333,6344.6338452006075,-19.046883096991053,-43.057533800704356,6344.632583833726
1031233388336983.jpg,-77.8462596,166.6668388,-12.84131800089007,45.12510999989819,9306.020908181836,-12.8413744,45.124962,9306.017636472827,-12.84135748026702,45.12500639996946,9306.018617986096
1033913082001887.jpg,-8.1421162957581,-24.345313226706,2.4460758079056295e-05,-179.99926732562432,17169.32290219434,0.0,-180.0,17169.398976614648,7.338227423716889e-06,-179.9997801976873,17169.376154318063
1036858551666087.jpg,-35.086054043358,-32.561044387261,-10.323252797264301,150.65928911857412,14954.439273358998,-10.323304,150.66012219997,14954.427718583705,-10.32328863917929,150.65987227555124,14954.431185173797
1039948489869187.jpg,27.945975,179.8463067,15.149734660007903,26.540780386566617,14426.63340638549,15.1498291,26.540639210909,14426.632231958343,15.149800768002372,26.540681563606284,14426.632584292734
1045158595893051.jpg,-67.567985,-68.122978333333,-19.68045000354193,-42.98090534307959,5611.470672430221,-19.680512001063,-42.981190024644,5611.457667128708,-19.68049340180668,-42.981104620174676,5611.461568713343
104885875336026.jpg,16.1335336,168.1298906,5.368091518207429,163.01831253854655,1320.511382187893,5.368132730187,163.01889491758,1320.4804015599038,5.3681203665931285,163.01872020386998,1320.4896955015638
1050611706201150.jpg,-27.100002753553,-109.37743984645,6.8657228396477965,158.2891970237239,10584.531686741582,6.8657545,158.2894664,10584.506709737945,6.865745001894339,158.28938558711718,10584.514202838283
1052112815196237.jpg,-18.846018,72.47929275,-34.92852125420183,-57.96308919210385,12071.824527226507,-34.928726824,-57.963391452,12071.830601979536,-34.92866515306055,-57.963300774031154,12071.828779577218
1052326986460955.jpg,2.043164789686,-157.48663920077,-19.29798436707751,135.0849966777653,7727.699008214551,-19.297994774559,135.08511456743,7727.687017040705,-19.297991652314554,135.08507920053057,7727.690614392476
1053423863670660.jpg,38.07843726052,-47.7175375166,-19.05529589600452,-43.04457345817542,6371.722970937114,-19.055335,-43.045027777778,6371.723667852582,-19.055323268801356,-43.044891481897224,6371.723458740501
1053854911811706.jpg,-6.2974772999722,176.3184621,-21.20567163369694,-159.78319427411316,3059.492591342395,-21.2057909,-159.7842546,3059.4032840479313,-21.20575512010908,-159.78393650223396,3059.4300760466517
1053920862827806.jpg,2.0221870330489,-157.48903094376,42.912654398471005,-118.3384859191908,5974.15541464037,42.91283585,-118.33883138333,5974.145955474023,42.9127814145413,-118.33872774408823,5974.148793189351
1054914025033849.jpg,-54.2647463596,-36.501215547357,25.29798898766036,93.14165432381868,14804.23811643024,25.2980781,93.1418133,14804.255769607287,25.29805136629811,93.1417656071456,14804.250473654776
105620445303134.jpg,-4.5648755361457,136.86721415762,-21.271859053535078,-159.74859679766558,7069.170175650046,-21.2719856,-159.749406,7069.088111794828,-21.271947636060524,-159.74916323929966,7069.11273092785
1060926145878410.jpg,-77.8458894,166.6683252,-4.0501094884267395e-06,1.3985394786954739e-05,11322.064704152765,0.0,0.0,11322.065231083965,-1.215032846528022e-06,4.1956184360864224e-06,11322.06507300461
106102384893998.jpg,-6.2946952999722,176.3210907,-43.743890202250284,-176.273275191521,4226.522776729275,-43.7440258,-176.2740508,4226.5245627150925,-43.74398512067509,-176.2738181174563,4226.524026766701
