gt_lat,gt_lon,pred_lat,pred_lon,error_km
-51.846438345946,-58.296999252553,-0.1075854092932267,2.2014774030203945,8028.272814347686
37.511889386667,-44.841369906667,-14.749401024545465,86.89393699036064,14648.135934678536
-34.932649203,-57.954682947,-7.795526167618555,81.39428811584264,13631.04246936951
-14.685303485035,13.897741204141,9.019475156176624,90.1808961103827,8810.417416096461
-25.213126388474,45.893822200278,-3.0411340142605026,11.911068935998863,4390.9403587627885
19.74161986696,-79.74980411524,7.304723715857119,75.42843908658213,15962.213323868362
16.756963333333,7.97059,17.341288490332364,-30.819515400878515,4117.138771310708
11.9806828,38.9866243,-27.479543125995495,16.72292315355401,5001.421171529171
-2.6465117,-56.7646695,32.545574075537296,-42.65856162630147,4185.695857556252
37.751832527419,-25.621608713859,-1.4225505721428702,13.042920118488599,5892.020916593167
-19.680512001063,-42.981190024644,2.9344225863809528,104.04262254815148,15980.533431103979
35.186269101101,-97.490938954052,-4.2595117117204735,29.759624200657314,13612.591455117665
3.7613644703634,98.678863569764,-20.68957463382048,57.531819515838535,5245.588940158711
-30.402919749004,149.70437475647,0.24714822776567,17.22649661283752,13985.672612846549
5.3684972,163.0180421,8.793626585133065,144.1721649758399,2113.7091340473753
13.426925120185,144.78225003024,-2.3244717274783318,50.50951222853787,10529.440852496442
10.745715968526,-74.754051081545,13.037536729572501,23.573069465225892,10623.66128855115
-37.215844615033,150.0140722819,11.551939659042977,-23.589745103991238,17090.759964855584
1.4966017357925,124.87224936092,14.913847805449999,55.68959458046006,7729.302112782799
1.9984778165817,-157.48052978516,3.9793099125133558,-67.86246647731936,9949.783507181079
32.2922644112,-64.7848806996,-6.81922631310715,-2.498249178598291,7885.820283326876
7.0623158603604,125.59491931532,3.7319797466728875,66.80596017477744,6514.807365751006
-25.5531490501,31.618982506911,-5.29600354442051,54.5878552587702,3324.360546611956
-6.5392027991688,-19.527464998692,-6.558251074644618,-19.584347243220126,6.631116935262389
-63.901260361111,-57.608837111111,-19.45144593355653,92.26667324376844,10388.319454779801
-18.354060196581,127.5021351341,-18.737899730677245,131.03147973638633,374.49824015371564
-33.825633713453,121.85139497686,-13.009986315173805,96.76910667919898,3431.750206619633
32.6895014,-16.788128,-0.13036696536561448,-22.996073393933745,3707.0112677561556
-0.54608352623352,166.92262072595,-19.35983793795583,46.29632553794781,13178.704160665631
26.5423442,78.75764,-19.716340611488135,91.36071182900237,5320.351026070346
24.6811822802,69.0686101754,-15.82736087207029,76.25216620880914,4571.23718219231
-5.505745028052,-16.462438312769,-6.847665658839479,-20.474844534345532,467.98334478405644
34.377013,139.9799507,-6.765697990024647,22.930115772191513,12904.784110582537
-21.957643345309,149.43070572122,-27.081329474020524,-8.525119431882352,14068.966399499379
6.0387556999975,145.2281905,-0.8887402940565448,-34.9432037154364,19442.115539392318
1.3717135,173.1459474,-16.206141627318395,61.65434705413473,12342.768082057262
15.1228394,104.3040527,9.469409212276503,60.14042752798419,4831.227350259239
-3.4691666666667,152.2275,-16.793232255970338,21.439237459862163,14161.43398971377
-32.022111111111,115.94422222222,-1.9958438125719866,12.145138756581675,11184.16766772752
-8.4721697999722,126.45741669997,-1.4980845428808842,-2.8562893840985897,14289.131630771235
-56.936169438562,-28.01449480592,-59.48859985234299,-4.2506388687773375,1412.5160122509199
7.1080533,171.0799642,-13.712439119895018,15.573291791963124,17239.77849138538
4.1251975122369,73.472215389192,-10.002236558876758,101.89335081570248,3518.1247995519243
25.3166617,93.0663941,15.366063141835541,55.919901236154764,4012.9949399773172
-54.421776540929,3.3884561988282,-54.42175838428216,3.3886829524416955,0.0148080479529599
32.845187333306,-8.2170511666667,-2.585975255321107,91.68347055757413,11087.9850832849
6.0658038,145.213391,13.904901644374325,63.36588795009419,8969.091876712171
-24.109025977121,150.15452654459,0.37227183654726814,-36.59879025115151,17277.17465964777
-8.6199100763779,125.46747075131,10.668881941003274,-37.28858491687397,18111.376647196987
-33.981666666667,-112.43083333333,17.758767170769676,52.219179794297084,17652.24755146212
13.352110069804,60.171895205882,10.901574238020077,56.60257677312635,474.1212256699777
-33.72764425,121.62069525,-2.6783610302334226,78.44705482294658,5650.433461046887
12.090495298614,21.578670172019,-4.215870651968565,3.1024230046574863,2731.2162297700947
-26.248058276412,-35.916202322883,-12.4843931427336,13.886423897843349,5408.514537514508
-23.8602419011,29.3716460746,-21.504813925313652,54.827406751732795,2621.213101736759
25.1213185,47.6273274,25.127094639037402,47.82263606159958,19.673130066128035
-25.214493752216,45.92674459932,-11.551379229650495,54.850088458372554,1785.7764675472765
-35.01166928556,-33.8032273661,-35.06228193498368,-33.54314820401283,24.338353307372593
-45.4015219,167.7184449,-17.301140410756012,46.723917438889,10860.30630011462
15.111030766667,18.499495416667,11.87947081906315,-1.4872261121891923,2189.802160664491
33.111433333333,139.78228333333,28.400440351175718,-86.09045580398731,11638.283528065784
-16.3359181,-39.023955,-17.10064507765354,59.329261822729435,10329.6690653006
-9.7986764285385,-66.845664982952,10.096315127775085,10.844579976814323,8873.910407623958
4.7449468,45.2245411,5.781343231483529,31.92319076957191,1477.2602185500805
32.6685112,-16.8039154,7.5773600626368225,-33.48401691775752,3278.0950471890346
25.1112033,47.7757932,25.16725631047034,48.07091606489263,30.354543182770335
-25.4601544,31.5354386,5.132670916803414,20.058914083066576,3620.5325021834665
26.4962300844,-78.6896342039,14.04409719426868,4.527023224180557,8654.300555430154
-35.576194285396,-32.615738517197,-35.60372250579531,-32.61881035650826,3.0735755389432002
5.1604135707,-52.6329613477,-5.103313752204104,100.56978606221138,17047.52708708854
-63.890316,-57.593372333333,3.472869095958683,19.77615144112503,9742.04900218008
