filename,gt_lat,gt_lon,plonk_lat,plonk_lon,plonk_error_km,fractus_lat,fractus_lon,fractus_error_km
1983650908658161.jpg,50.874552939005,8.0706854532791,41.159718456682,-4.37451638364764,1441.9453720461515,41.40985870361328,-4.292688846588135,1415.7274958608834
1987590984968980.jpg,48.65795476937,8.0366815606435,41.20957701401421,-4.538290697160541,1287.759940304904,41.30917739868164,-3.614386320114136,1225.303969003986
1985077958326520.jpg,45.498126908525,8.139445796743,41.13216693472141,-4.67145740933964,1142.766509457684,41.320159912109375,-5.207589626312256,1172.1239396925318
1538827719880954.jpg,51.483255413148,-2.6116023152353,41.189580032869806,-4.47098996831844,1153.368817636764,41.05419158935547,-3.81898832321167,1163.3228588141517
2291872040986680.jpg,51.339290076,-0.622269646,41.162354188286,-4.91322434959136,1178.2101188412694,41.594024658203125,-5.114931106567383,1136.383749281242
1472563827117159.jpg,51.322648368559,-2.2220880571859,41.3411361920976,-4.75463890027734,1126.6132920771431,41.29005813598633,-4.6824421882629395,1131.2936700805296
2631955547194225.jpg,50.2184441,-5.315563,41.31699555838641,-4.28093361128552,993.0167361877268,41.065093994140625,1.0567398071289062,1130.949961766141
2195430514261277.jpg,41.154666510038,-4.0073678082126,41.1560570350048,-4.51874896104094,42.8139465664392,50.72834777832031,-4.32770299911499,1064.830091475312
2237173689956511.jpg,50.1931315,-5.406228,41.1703959388464,-4.329198090062361,1006.7353355146346,41.12265396118164,-3.9087085723876953,1015.2259677638772
1518930042030752.jpg,50.224769937319,-5.2957373073215,41.2475316643112,-4.61746186544558,999.5985701056554,41.15811920166016,-4.013123989105225,1013.0332336127752
1985182804981535.jpg,45.938623750114,1.1828409367305,41.324739353533005,-4.69408680895976,697.411003616334,41.13087844848633,-3.776962995529175,667.2723350732348
4037165616380800.jpg,43.891103576763,1.3174377383272,41.2469514536374,-4.57870953836628,565.1023981968049,41.05615234375,-5.19598388671875,620.001393368407
3442035425930945.jpg,41.587109904883,-4.6857020619083,41.339361941004405,-4.601398131896261,28.42987185418257,44.44058990478515,1.5047425031661987,594.7205897012689
1559098855056768.jpg,41.195002555771,-4.066801436142,41.2927465926378,-4.25145335204702,18.88052038796812,44.44058990478515,1.5047425031661987,580.0708002261888
4306594259407674.jpg,43.506345855196,1.5010380167664,41.2173950474544,-4.42806630646088,549.443510490059,41.188751220703125,-3.785459518432617,504.98317910830787
4039584826309076.jpg,41.420292682311,1.8064499772018,41.3630999259804,-4.906411270275799,559.8774462873688,41.1422004699707,-3.824660301208496,471.4710955643774
1939948539490480.jpg,43.448617357423,-5.0720612032939,41.3395365626228,-4.43998976028258,240.1923011061195,41.09882354736328,-3.710019588470459,284.2924527520108
3178417409072835.jpg,43.373777454458,-1.7712770482468,41.38427831080379,-4.93153649889174,341.01525595717794,41.289405822753906,-3.676987409591675,279.7280414971553
4013432848744335.jpg,43.450656488162,-5.2037951728075,41.2856800470464,-4.39935186393096,249.63747523454117,41.29291534423828,-3.751039505004883,267.9605602666438
1537252870304001.jpg,41.226485369656,-4.1119792304693,41.255270606816005,-4.37723519662306,22.408463605565625,43.48878860473633,-3.825568914413452,252.6545645653534
1963750663793815.jpg,42.865936343418,-2.2842435634141,41.1842260678212,-4.6528898723587195,270.6224031373854,41.05808639526367,-3.8154642581939697,237.55992453485644
1849836495182881.jpg,42.474717343357,-2.45366348391,41.250814856552594,-4.7686519640892,235.08756950998716,41.469932556152344,-4.593204498291016,209.1972913849924
1178224246500987.jpg,41.547540911416,-5.4373625700226,41.390316670961205,-4.71192568837534,62.92071662640515,41.24368667602539,-3.707102060317993,148.22737325049957
4253276864696319.jpg,42.249527516714,-3.9597241586965,41.2836438604456,-5.1099764258836,143.6485761818394,41.32122421264648,-5.2043776512146,145.95721668168446
1777161219405505.jpg,41.142256105638,-3.7113080994243,41.298560472036606,-4.87667631720718,99.00642861559514,41.223506927490234,-5.31794548034668,134.75527913384406
1111917973116016.jpg,41.011670328526,-3.8085172319348,41.12083307058,-4.37569147803334,49.074094851508974,41.16597366333008,-5.395888328552246,134.13224701364302
747243117493356.jpg,41.627563574713,-5.1731408690296,41.16156411012601,-4.56095189327,72.7506862796014,41.2868766784668,-3.6787710189819336,130.16577058492794
9913736048755208.jpg,41.177601798836,-3.6803830370662,41.3348550986522,-4.19510132357726,46.443982792656946,41.59598159790039,-5.11939001083374,128.7466360034464
2105189330004997.jpg,41.203271351138,-3.7330781443959,41.23026477921461,-4.1919586190825004,38.49940587725337,41.3033447265625,-5.229477882385254,125.58619881132272
1094485045349871.jpg,41.594905421393,-5.1165492593178,41.2904770576816,-4.44585263736262,65.3545634051881,41.28789520263672,-3.677943706512451,124.6783431741869
